grade;link;db_standard;expected_standard;standard_expected_source;cc;country_cc;country_card;maker_card;maker_table;status
ACD37;https://zknives.com/knives/steels/acd37.shtml;zknives.com, Международная база;Hitachi, Япония;card_maker;JP;Япония;Япония;Hitachi;Daido;placeholder
Tempair;https://zknives.com/knives/steels/tempair.shtml;zknives.com, Международная база;Latrobe, Япония;card_maker;JP;Япония;США;Latrobe;Daido;placeholder
AirMo;https://zknives.com/knives/steels/airmo.shtml;zknives.com, Международная база;Teledyne Cutting Tool, Япония;card_maker;JP;Япония;США;Teledyne Cutting Tool;Daido;placeholder
A6;https://zknives.com/knives/steels/a6.shtml;zknives.com, Международная база;Daido, Япония;table_maker;JP;Япония;США;;Daido;placeholder
70MnMoCr8;https://zknives.com/knives/steels/70mnmocr8.shtml;GB/T, Китай;Crucible, США;table_maker;US;США;Германия;;Crucible;mismatch
1.2824;https://zknives.com/knives/steels/1.2824.shtml;EN, Европа;W-Nr, США;card_maker;US;США;Германия;W-Nr;Crucible;mismatch
BA6;https://zknives.com/knives/steels/ba6.shtml;zknives.com, Международная база;Crucible, США;table_maker;US;США;Великобритания;;Crucible;placeholder
T30106;https://zknives.com/knives/steels/t30106.shtml;UNS, США;Crucible, США;table_maker;US;США;США;;Crucible;mismatch
Apache;https://zknives.com/knives/steels/apache.shtml;zknives.com, Международная база;Allegheny Ludlum, США;card_maker;US;США;США;Allegheny Ludlum;Crucible;placeholder
Jess Air;https://zknives.com/knives/steels/jess_air.shtml;zknives.com, Международная база;Allegheny Technologies, США;card_maker;US;США;США;Allegheny Technologies;Crucible;placeholder
UHB1550;https://zknives.com/knives/steels/uhb1550.shtml;zknives.com, Международная база;Bohler-Uddeholm, США;card_maker;US;США;Швеция;Bohler-Uddeholm;Crucible;placeholder
Vega;https://zknives.com/knives/steels/vega.shtml;zknives.com, Международная база;Carpenter, США;card_maker;US;США;США;Carpenter;Crucible;placeholder
Uni-Die;https://zknives.com/knives/steels/uni-die.shtml;zknives.com, Международная база;Crucible, США;table_maker;US;США;США;;Crucible;placeholder
CSM6;https://zknives.com/knives/steels/csm6.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;Crucible;placeholder
Diecrat;https://zknives.com/knives/steels/diecrat.shtml;zknives.com, Международная база;Precision Marshall, США;card_maker;US;США;США;Precision Marshall;Crucible;placeholder
Low Air;https://zknives.com/knives/steels/low_air.shtml;zknives.com, Международная база;Universal Cyclops, США;card_maker;US;США;США;Universal Cyclops;Crucible;placeholder
A7;https://zknives.com/knives/steels/a7.shtml;zknives.com, Международная база;AISI A7, США;pattern;US;США;США;;;placeholder
T30107;https://zknives.com/knives/steels/t30107.shtml;UNS, США;UNS T30107, США;pattern;US;США;США;;;mismatch
SagamoreV;https://zknives.com/knives/steels/sagamorev.shtml;zknives.com, Международная база;Allegheny Ludlum, США;card_maker;US;США;США;Allegheny Ludlum;;placeholder
BX-3;https://zknives.com/knives/steels/bx-3.shtml;zknives.com, Международная база;Allegheny Technologies, США;card_maker;US;США;США;Allegheny Technologies;;placeholder
K591PM;https://zknives.com/knives/steels/k591pm.shtml;zknives.com, Международная база;Bohler-Uddeholm, США;card_maker;US;США;Швеция;Bohler-Uddeholm;;placeholder
K342;https://zknives.com/knives/steels/k342.shtml;zknives.com, Международная база;Bohler-Uddeholm, США;card_maker;US;США;Швеция;Bohler-Uddeholm;;placeholder
Airkool-V;https://zknives.com/knives/steels/airkool-v.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;;placeholder
LSS A7;https://zknives.com/knives/steels/lss_a7.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;;placeholder
Brickmold;https://zknives.com/knives/steels/brickmold.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;;placeholder
BR-3;https://zknives.com/knives/steels/br-3.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;;placeholder
BR2;https://zknives.com/knives/steels/br2.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;;placeholder
Super Diamant;https://zknives.com/knives/steels/super_diamant.shtml;zknives.com, Международная база;Poldi, США;card_maker;US;США;Чехия;Poldi;;placeholder
Chromeware;https://zknives.com/knives/steels/chromeware.shtml;zknives.com, Международная база;Teledyne Technologies, США;card_maker;US;США;США;Teledyne Technologies;;placeholder
A8;https://zknives.com/knives/steels/a8.shtml;zknives.com, Международная база;Aichi, Япония;table_maker;JP;Япония;США;;Aichi;placeholder
X63CrMoV51;https://zknives.com/knives/steels/x63crmov51.shtml;DIN, Германия;Latrobe, США;table_maker;US;США;Германия;;Latrobe;mismatch
1.2362;https://zknives.com/knives/steels/1.2362.shtml;EN, Европа;W-Nr, США;card_maker;US;США;Германия;W-Nr;Latrobe;mismatch
Z38CDW5;https://zknives.com/knives/steels/z38cdw5.shtml;zknives.com, Международная база;Latrobe, США;table_maker;US;США;Франция;;Latrobe;placeholder
5Cr5WMoVSi;https://zknives.com/knives/steels/5cr5wmovsi.shtml;GB/T, Китай;Latrobe, США;table_maker;US;США;Китай;;Latrobe;mismatch
19569;https://zknives.com/knives/steels/19569.shtml;zknives.com, Международная база;Latrobe, США;table_maker;US;США;Чехия;;Latrobe;placeholder
C.4758;https://zknives.com/knives/steels/c.4758.shtml;zknives.com, Международная база;JUS, США;card_maker;US;США;Macedonia;JUS;Latrobe;placeholder
T30108;https://zknives.com/knives/steels/t30108.shtml;UNS, США;Latrobe, США;table_maker;US;США;США;;Latrobe;mismatch
Narva5A;https://zknives.com/knives/steels/narva5a.shtml;zknives.com, Международная база;Akers, США;card_maker;US;США;Франция;Akers;Latrobe;placeholder
AL-158;https://zknives.com/knives/steels/al-158.shtml;zknives.com, Международная база;Allegheny Ludlum, США;card_maker;US;США;США;Allegheny Ludlum;Latrobe;placeholder
Calmax;https://zknives.com/knives/steels/calmax.shtml;zknives.com, Международная база;Assab, Швеция;card_maker;SE;Швеция;Швеция;Assab;Bohler-Uddeholm;placeholder
Cromo-W55;https://zknives.com/knives/steels/cromo-w55.shtml;zknives.com, Международная база;Bethlehem, США;card_maker;US;США;США;Bethlehem;Latrobe;placeholder
K313;https://zknives.com/knives/steels/k313.shtml;zknives.com, Международная база;Bohler-Uddeholm, США;card_maker;US;США;Швеция;Bohler-Uddeholm;Latrobe;placeholder
Pressurdie16;https://zknives.com/knives/steels/pressurdie16.shtml;zknives.com, Международная база;Braeburn, США;card_maker;US;США;США;Braeburn;Latrobe;placeholder
LSS MGR;https://zknives.com/knives/steels/lss_mgr.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;Latrobe;placeholder
MGR;https://zknives.com/knives/steels/mgr.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;Latrobe;placeholder
LO-K 2362;https://zknives.com/knives/steels/lo-k_2362.shtml;zknives.com, Международная база;Lohmann, США;card_maker;US;США;Германия;Lohmann;Latrobe;placeholder
OV266;https://zknives.com/knives/steels/ov266.shtml;zknives.com, Международная база;Metal Ravne, США;card_maker;US;США;Словения;Metal Ravne;Latrobe;placeholder
UTOPMO6;https://zknives.com/knives/steels/utopmo6.shtml;zknives.com, Международная база;Metal Ravne, США;card_maker;US;США;Словения;Metal Ravne;Latrobe;placeholder
EPS62;https://zknives.com/knives/steels/eps62.shtml;zknives.com, Международная база;Ossenberg, США;card_maker;US;США;Германия;Ossenberg;Latrobe;placeholder
M63;https://zknives.com/knives/steels/m63.shtml;zknives.com, Международная база;Platestahl, США;card_maker;US;США;Германия;Platestahl;Latrobe;placeholder
M63V;https://zknives.com/knives/steels/m63v.shtml;zknives.com, Международная база;Platestahl, США;card_maker;US;США;Германия;Platestahl;Latrobe;placeholder
RAZM;https://zknives.com/knives/steels/razm.shtml;zknives.com, Международная база;Poldi, США;card_maker;US;США;Чехия;Poldi;Latrobe;placeholder
PTE;https://zknives.com/knives/steels/pte.shtml;zknives.com, Международная база;Schmidt+Clemens, США;card_maker;US;США;Германия;Schmidt+Clemens;Latrobe;placeholder
Hotform;https://zknives.com/knives/steels/hotform.shtml;zknives.com, Международная база;Teledyne Technologies, США;card_maker;US;США;США;Teledyne Technologies;Latrobe;placeholder
RH Special;https://zknives.com/knives/steels/rh_special.shtml;zknives.com, Международная база;Universal Cyclops, США;card_maker;US;США;США;Universal Cyclops;Latrobe;placeholder
Hot Form No 3;https://zknives.com/knives/steels/hot_form_no_3.shtml;zknives.com, Международная база;Vasco Metal, США;card_maker;US;США;США;Vasco Metal;Latrobe;placeholder
AirTrueLC;https://zknives.com/knives/steels/airtruelc.shtml;zknives.com, Международная база;Wallace Murray, США;card_maker;US;США;США;Wallace Murray;Latrobe;placeholder
A9;https://zknives.com/knives/steels/a9.shtml;zknives.com, Международная база;Latrobe, США;table_maker;US;США;США;;Latrobe;placeholder
T30109;https://zknives.com/knives/steels/t30109.shtml;UNS, США;Latrobe, США;table_maker;US;США;США;;Latrobe;mismatch
Carpenter 880;https://zknives.com/knives/steels/carpenter_880.shtml;zknives.com, Международная база;Carpenter, США;card_maker;US;США;США;Carpenter;Latrobe;placeholder
Carpenter A9;https://zknives.com/knives/steels/carpenter_a9.shtml;zknives.com, Международная база;Carpenter, США;card_maker;US;США;США;Carpenter;Latrobe;placeholder
Crucible A9;https://zknives.com/knives/steels/crucible_a9.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;Latrobe;placeholder
LSS A9;https://zknives.com/knives/steels/lss_a9.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;Latrobe;placeholder
Mazeman;https://zknives.com/knives/steels/mazeman.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;Latrobe;placeholder
