Grade;Base;C;Cr;Mo;V;W;Co;Ni;Mn;Si;S;P;Cu;Nb;N;Tech;Maker;CC
"9Cr13CoMoV*9Cr13*
9Cr13MoV*
9Cr13MoVCo";Fe;0,85;13,5;0,2;0,2;0;1;0;1;1;0,03;0,035;0;0;0;;Ahonest Changjiang;CN
ACUTO440*;Fe;0,80-0,95;17,00-18,00;1,00-1,25;0,08-0,12;0;0;0;0,25-0,40;0,35-0,50;0,000-0,030;0,000-0,040;0;0;0;;Aichi;JP
AN-58*;Fe;0,45;13,5;0,01;0,02;0;0;0;0,49;0,34;?;0,02;0;0;0;;?;US
ATS-55*;Fe;1;14;0,6;0;0;0,4;0;0,5;0,4;?;?;0,2;0;0;;Hitachi;JP
AUS4*;Fe;0,40-0,45;13,00-14,50;0;0;0;0;0,49;1;?;0,03;?;0;0;0;;Aichi;JP
"AUS6*AUS6A*
6A*
AUS-6A*
AUS-6
A6*
1K6*
DSR1K6*";Fe;0,55-0,65;13,00-14,50;0;0,10-0,25;0;0;0,49;1;1;0,03;0,04;0;0;0;;Aichi;JP
"1K6*AUS6*
AUS6A*
6A*
AUS-6A*
AUS-6
A6*
DSR1K6*";Fe;0,6;13,5;0,1;0,13;0;0;0,5;1;1;?;?;0;0;0;;Daido;JP
AUS6M*Type 301*;Fe;0,55;13,00-14,50;0,10-0,30;0,10-0,30;0;0;0,49;1;1;0,03;0,04;0;0;0;;Aichi;JP
"AUS8*8Cr15MoV*
AUS8A*
AUS-8
AUS-8A*
8A*
A8";Fe;0,70-0,75;13,00-14,50;0,10-0,30;0,10-0,26;0;0;0,49;0,5;1;0,03;0,04;0;0;0;;Aichi;JP
"AUS10*AUS-10
AUS-10A*
10A*
A10*
AUS10A*";Fe;0,95-1,10;13,00-14,50;0,10-0,30;0,10-0,25;0;0;0,49;0,5;1;0,03;0,04;0;0;0;;Aichi;JP
"AUS118*AUS-118
T9MoV";Fe;0,90-0,95;17,00-18,00;1,30-1,50;0,10-0,25;0;0;0;0,5;0,5;0,03;0,04;0;0;0;;Aichi;JP
"T9MoVAUS118*
AUS-118";Fe;0,9;18;1;0,1;0;0;0;?;?;?;?;0;0;0;;Bonpertuis;FR
"X65Cr13*1.4037
6Cr13*
6Cr14*
6Cr14MoV*
CTS-BDZ1*
BDZ1
BDZ-1";Fe;0,58-0,70;12,50-14,50;0;0;0;0;0;0,00-1,00;0,00-1,00;0,015;0,045;0;0;0;;;DE
"1.4037X65Cr13*
6Cr13*
6Cr14*
6Cr14MoV*
CTS-BDZ1*
BDZ1
BDZ-1";Fe;0,58-0,70;12,50-14,50;0;0;0;0;0;0,00-1,00;0,00-1,00;0,015;0,045;0;0;0;;;DE
"6Cr14MoV*X65Cr13*
1.4037
6Cr13*
6Cr14*
CTS-BDZ1*
BDZ1
BDZ-1";Fe;0,58-0,62;13,20-13,50;0,10-0,30;0,10-0,15;0;0;0,00-0,30;0,30-0,60;0,30-0,60;0,03;0,035;0;0;0;;Ahonest Changjiang;CN
"CTS-BDZ1*X65Cr13*
1.4037
6Cr13*
6Cr14*
6Cr14MoV*
BDZ1
BDZ-1";Fe;0,60-0,75;12,50-13,50;0,75;0;0;0;0;1;1;0,01;0,025;0;0;0;;Carpenter;US
115W8*1.2442;Fe;1,10-1,20;0,15-0,25;0;0;1,80-2,10;0;0;0,20-0,40;0,15-0,30;0,035;0,035;0;0;0;;;DE
1.2442115W8*;Fe;1,10-1,20;0,15-0,25;0;0;1,80-2,10;0;0;0,20-0,40;0,15-0,30;0,035;0,035;0;0;0;;;DE
Koncor*;Fe;1,1;5;1,1;3;0;0;0;?;1;?;?;0;0;0;;Latrobe;US
Kigami 2*Yellow 2;Fe;1,05-1,15;0;0;0;0;0;0;0,20-0,30;0,10-0,20;0,006;0,03;0;0;0;;Hitachi;JP
Kigami 3*Yellow 3;Fe;0,80-0,90;0;0;0;0;0;0;0,20-0,30;0,10-0,20;0,006;0,03;0;0;0;;Hitachi;JP
"K190*X230CrVMo134
X220CrVMo134
1.2380
X230CrVMo13-4*
CSW7";Fe;2,3;12,5;1,1;4;0;0;0;0,3;0,6;?;?;0;0;0;PM;Bohler-Uddeholm;SE
"K245*62SiMnCr4
1.2101*
62SiMnCr4*
C.4231*
7KHF
SPCR
SCD*";Fe;0,61;0,55;0;0;0;0;0;1,17;1,06;?;?;0;0;0;;Bohler-Uddeholm;SE
"1.2345H11
X50CrMoV51*
X50CrMoV5-1
X50CrMoWV5*
C.4757*
SMV5W
BE2345
BE50V
K306*
DM51
UTOPMO4*";Fe;0,48-0,53;4,80-5,20;1,25-1,45;0,80-1,00;0;0;0;0,20-0,40;0,80-1,10;0,03;0,03;0;0;0;;;DE
"K306*H11
X50CrMoV51*
X50CrMoV5-1
1.2345
X50CrMoWV5*
C.4757*
SMV5W
BE2345
BE50V
DM51
UTOPMO4*";Fe;0,51;5,04;1,33;1,34;0,04;0;0,13;0,31;0,95;0,014;?;0;0;0;;Bohler-Uddeholm;SE
K890*;Fe;0,85;4,35;2,8;2,1;2,55;4,5;0;?;0,55;?;?;0;0;0;PM;Bohler-Uddeholm;SE
"X110CrMoV82*X110CrMoV8-2*
SRV2W
K340*
K340 Isodur";Fe;1,1;8,3;2,1;0,5;0;0;0,19;0,4;0,9;?;?;0,05;?;0;;;DE
"K340*X110CrMoV82*
X110CrMoV8-2*
SRV2W
K340 Isodur";Fe;1,1;8,3;2,1;0,5;0;0;0,19;0,4;0,9;?;?;0,05;?;0;ESR;Bohler-Uddeholm;SE
"K700*X120Mn12*
GX120Mn12
1.3401
SCMnH1*
Z120M12*
Z120M12*
XG120Mn12
X120Mn12
C.3160*
X120Mn12*
B01
12Mn*";Fe;1,23;0;0;0;0;0;0;12,5;0,4;?;?;0;0;0;;Bohler-Uddeholm;SE
"X125CrMoV931X125CrMoV9-3-1
K360*
K360 Isodur";Fe;1,4;4,6;3,2;3,7;0;0;0;0,6;1;?;?;0;0;0;;;DE
"X125CrMoV9-3-1X125CrMoV931
K360*
K360 Isodur";Fe;1,25;8,75;2,7;1,18;0;0;0;0,35;0,9;?;?;0;?;0;;;DE
"K360*X125CrMoV931
X125CrMoV9-3-1
K360 Isodur";Fe;1,25;8,75;2,7;1,18;0;0;0;0,35;0,9;?;?;0;?;0;ESR;Bohler-Uddeholm;SE
K390*;Fe;2,47;4,2;3,8;9;1;2;0;0,4;0,55;?;?;0;0;0;PM;Bohler-Uddeholm;SE
S290*S290 MICROCLEAN;Fe;2;3,77;2,49;4,83;14,27;11;0;0,3;0,43;0,018;0,021;0;0;0;PM;Bohler-Uddeholm;SE
"T15*S12-1-4-5*
1.3202
HS12-1-5-5*
SKH10*
Z160WKCV12-05-05-04*
BT15*
130505KU*
HS12-1-5-5
X150WCoV130505KU*
W12Cr4V5Co5*
19858*
C.9681*
F.5563*
12-1-5-5
R12F5K5-MP*
R12F5K5
R12F4K5-MP
R12F4K5*
R13F4K5*
EP600
T12015
SK5V*
Panther-5
Rapide-S
Red Sabre
S308
Braeburn T-15
Micro-Melt T15*
PMT15
Maxite15
CPM Rex T15*
SA900
KD25
ASP2015*
PM15
GPMT15
HYT15
H&R No.444
Jessop T15
Silber V4
Dynavan T15
E. Dynavan XL
Dynavan
DuraTech T15*
SS150
LO-S 3202
LO-QPM T15
BRCV
FAX55
Kobalt5
Cobalt 5
SVZ245
Radeco C
BSW15
PM15
Stellapur PM15
Rapidur 3202
SIRapid 3202
Vasco Supreme
Thyrapid3203
3202
ThyRapid3202
TKM3202
SSVB50
Zivs T15";Fe;1,50-1,60;3,75-5,00;0,50-1,00;4,50-5,25;11,75-13,00;4,75-5,25;0,3;0,15-0,40;0,15-0,40;0,03;0,03;0,25;0;0;;;US
"SKH10*T15*
S12-1-4-5*
1.3202
HS12-1-5-5*
Z160WKCV12-05-05-04*
BT15*
130505KU*
HS12-1-5-5
X150WCoV130505KU*
W12Cr4V5Co5*
19858*
C.9681*
F.5563*
12-1-5-5
R12F5K5-MP*
R12F5K5
R12F4K5-MP
R12F4K5*
R13F4K5*
EP600
T12015
SK5V*
Panther-5
Rapide-S
Red Sabre
S308
Braeburn T-15
Micro-Melt T15*
PMT15
Maxite15
CPM Rex T15*
SA900
KD25
ASP2015*
PM15
GPMT15
HYT15
H&R No.444
Jessop T15
Silber V4
Dynavan T15
E. Dynavan XL
Dynavan
DuraTech T15*
SS150
LO-S 3202
LO-QPM T15
BRCV
FAX55
Kobalt5
Cobalt 5
SVZ245
Radeco C
BSW15
PM15
Stellapur PM15
Rapidur 3202
SIRapid 3202
Vasco Supreme
Thyrapid3203
3202
ThyRapid3202
TKM3202
SSVB50
Zivs T15";Fe;1,45-1,60;3,80-4,50;0;4,20-5,20;11,50-13,50;4,20-5,20;0,25;0,4;0,4;0,03;0,03;0,25;0;0;;;JP
"T12015T15*
S12-1-4-5*
1.3202
HS12-1-5-5*
SKH10*
Z160WKCV12-05-05-04*
BT15*
130505KU*
HS12-1-5-5
X150WCoV130505KU*
W12Cr4V5Co5*
19858*
C.9681*
F.5563*
12-1-5-5
R12F5K5-MP*
R12F5K5
R12F4K5-MP
R12F4K5*
R13F4K5*
EP600
SK5V*
Panther-5
Rapide-S
Red Sabre
S308
Braeburn T-15
Micro-Melt T15*
PMT15
Maxite15
CPM Rex T15*
SA900
KD25
ASP2015*
PM15
GPMT15
HYT15
H&R No.444
Jessop T15
Silber V4
Dynavan T15
E. Dynavan XL
Dynavan
DuraTech T15*
SS150
LO-S 3202
LO-QPM T15
BRCV
FAX55
Kobalt5
Cobalt 5
SVZ245
Radeco C
BSW15
PM15
Stellapur PM15
Rapidur 3202
SIRapid 3202
Vasco Supreme
Thyrapid3203
3202
ThyRapid3202
TKM3202
SSVB50
Zivs T15";Fe;1,50-1,60;3,75-5,00;0,50-1,00;4,50-5,25;11,75-13,00;4,75-5,25;0,3;0,15-0,40;0,15-0,40;0,03;0,03;0,25;0;0;;;US
"Micro-Melt T15*T15*
S12-1-4-5*
1.3202
HS12-1-5-5*
SKH10*
Z160WKCV12-05-05-04*
BT15*
130505KU*
HS12-1-5-5
X150WCoV130505KU*
W12Cr4V5Co5*
19858*
C.9681*
F.5563*
12-1-5-5
R12F5K5-MP*
R12F5K5
R12F4K5-MP
R12F4K5*
R13F4K5*
EP600
T12015
SK5V*
Panther-5
Rapide-S
Red Sabre
S308
Braeburn T-15
PMT15
Maxite15
CPM Rex T15*
SA900
KD25
ASP2015*
PM15
GPMT15
HYT15
H&R No.444
Jessop T15
Silber V4
Dynavan T15
E. Dynavan XL
Dynavan
DuraTech T15*
SS150
LO-S 3202
LO-QPM T15
BRCV
FAX55
Kobalt5
Cobalt 5
SVZ245
Radeco C
BSW15
PM15
Stellapur PM15
Rapidur 3202
SIRapid 3202
Vasco Supreme
Thyrapid3203
3202
ThyRapid3202
TKM3202
SSVB50
Zivs T15";Fe;1,5;4,75;0;5;13;5;0;?;?;0,06;?;0;0;0;MM;Carpenter;US
"CPM Rex T15*T15*
S12-1-4-5*
1.3202
HS12-1-5-5*
SKH10*
Z160WKCV12-05-05-04*
BT15*
130505KU*
HS12-1-5-5
X150WCoV130505KU*
W12Cr4V5Co5*
19858*
C.9681*
F.5563*
12-1-5-5
R12F5K5-MP*
R12F5K5
R12F4K5-MP
R12F4K5*
R13F4K5*
EP600
T12015
SK5V*
Panther-5
Rapide-S
Red Sabre
S308
Braeburn T-15
Micro-Melt T15*
PMT15
Maxite15
SA900
KD25
ASP2015*
PM15
GPMT15
HYT15
H&R No.444
Jessop T15
Silber V4
Dynavan T15
E. Dynavan XL
Dynavan
DuraTech T15*
SS150
LO-S 3202
LO-QPM T15
BRCV
FAX55
Kobalt5
Cobalt 5
SVZ245
Radeco C
BSW15
PM15
Stellapur PM15
Rapidur 3202
SIRapid 3202
Vasco Supreme
Thyrapid3203
3202
ThyRapid3202
TKM3202
SSVB50
Zivs T15";Fe;1,6;4;0;4,9;12;5;0;0,3;0,3;0,06;0,03;0;0;0;CPM;Crucible;US
"ASP2015*T15*
S12-1-4-5*
1.3202
HS12-1-5-5*
SKH10*
Z160WKCV12-05-05-04*
BT15*
130505KU*
HS12-1-5-5
X150WCoV130505KU*
W12Cr4V5Co5*
19858*
C.9681*
F.5563*
12-1-5-5
R12F5K5-MP*
R12F5K5
R12F4K5-MP
R12F4K5*
R13F4K5*
EP600
T12015
SK5V*
Panther-5
Rapide-S
Red Sabre
S308
Braeburn T-15
Micro-Melt T15*
PMT15
Maxite15
CPM Rex T15*
SA900
KD25
PM15
GPMT15
HYT15
H&R No.444
Jessop T15
Silber V4
Dynavan T15
E. Dynavan XL
Dynavan
DuraTech T15*
SS150
LO-S 3202
LO-QPM T15
BRCV
FAX55
Kobalt5
Cobalt 5
SVZ245
Radeco C
BSW15
PM15
Stellapur PM15
Rapidur 3202
SIRapid 3202
Vasco Supreme
Thyrapid3203
3202
ThyRapid3202
TKM3202
SSVB50
Zivs T15";Fe;1,55;4;0;5;12;5;0;0,20-0,40;?;0,03;0,03;0;0;0;PM;Erasteel;FR
"Dynavan T15T15*
S12-1-4-5*
1.3202
HS12-1-5-5*
SKH10*
Z160WKCV12-05-05-04*
BT15*
130505KU*
HS12-1-5-5
X150WCoV130505KU*
W12Cr4V5Co5*
19858*
C.9681*
F.5563*
12-1-5-5
R12F5K5-MP*
R12F5K5
R12F4K5-MP
R12F4K5*
R13F4K5*
EP600
T12015
SK5V*
Panther-5
Rapide-S
Red Sabre
S308
Braeburn T-15
Micro-Melt T15*
PMT15
Maxite15
CPM Rex T15*
SA900
KD25
ASP2015*
PM15
GPMT15
HYT15
H&R No.444
Jessop T15
Silber V4
E. Dynavan XL
Dynavan
DuraTech T15*
SS150
LO-S 3202
LO-QPM T15
BRCV
FAX55
Kobalt5
Cobalt 5
SVZ245
Radeco C
BSW15
PM15
Stellapur PM15
Rapidur 3202
SIRapid 3202
Vasco Supreme
Thyrapid3203
3202
ThyRapid3202
TKM3202
SSVB50
Zivs T15";Fe;1,57;4;0,5;5;12,25;5;0;0,3;0,5;?;?;0;0;0;;Latrobe;US
"DuraTech T15*T15*
S12-1-4-5*
1.3202
HS12-1-5-5*
SKH10*
Z160WKCV12-05-05-04*
BT15*
130505KU*
HS12-1-5-5
X150WCoV130505KU*
W12Cr4V5Co5*
19858*
C.9681*
F.5563*
12-1-5-5
R12F5K5-MP*
R12F5K5
R12F4K5-MP
R12F4K5*
R13F4K5*
EP600
T12015
SK5V*
Panther-5
Rapide-S
Red Sabre
S308
Braeburn T-15
Micro-Melt T15*
PMT15
Maxite15
CPM Rex T15*
SA900
KD25
ASP2015*
PM15
GPMT15
HYT15
H&R No.444
Jessop T15
Silber V4
Dynavan T15
E. Dynavan XL
Dynavan
SS150
LO-S 3202
LO-QPM T15
BRCV
FAX55
Kobalt5
Cobalt 5
SVZ245
Radeco C
BSW15
PM15
Stellapur PM15
Rapidur 3202
SIRapid 3202
Vasco Supreme
Thyrapid3203
3202
ThyRapid3202
TKM3202
SSVB50
Zivs T15";Fe;1,6;4,25;0,75;5;12,25;5;0;0,3;0,3;?;?;0;0;0;PM;Latrobe;US
"LO-QPM T15T15*
S12-1-4-5*
1.3202
HS12-1-5-5*
SKH10*
Z160WKCV12-05-05-04*
BT15*
130505KU*
HS12-1-5-5
X150WCoV130505KU*
W12Cr4V5Co5*
19858*
C.9681*
F.5563*
12-1-5-5
R12F5K5-MP*
R12F5K5
R12F4K5-MP
R12F4K5*
R13F4K5*
EP600
T12015
SK5V*
Panther-5
Rapide-S
Red Sabre
S308
Braeburn T-15
Micro-Melt T15*
PMT15
Maxite15
CPM Rex T15*
SA900
KD25
ASP2015*
PM15
GPMT15
HYT15
H&R No.444
Jessop T15
Silber V4
Dynavan T15
E. Dynavan XL
Dynavan
DuraTech T15*
SS150
LO-S 3202
BRCV
FAX55
Kobalt5
Cobalt 5
SVZ245
Radeco C
BSW15
PM15
Stellapur PM15
Rapidur 3202
SIRapid 3202
Vasco Supreme
Thyrapid3203
3202
ThyRapid3202
TKM3202
SSVB50
Zivs T15";Fe;1,5;4,8;0;5;13;5;0;?;0,3;?;?;0;0;0;PM;Lohmann;DE
"67SiCr5*9254*
1.7103
67SiCr5*
60Si2CrA*
C.4230*
PER1*";Fe;0,62-0,72;0,40-0,60;0;0;0;0;0;0,40-0,60;1,20-1,40;0,035;0,035;0;0;0;;;DE
"1.71039254*
67SiCr5*
67SiCr5*
60Si2CrA*
C.4230*
PER1*";Fe;0,62-0,72;0,40-0,60;0;0;0;0;0;0,40-0,60;1,20-1,40;0,035;0,035;0;0;0;;;DE
"67SiCr5*9254*
67SiCr5*
1.7103
60Si2CrA*
C.4230*
PER1*";Fe;0,62-0,72;0,40-0,60;0;0;0;0;0;0,40-0,60;1,20-1,40;0,035;0,035;0;0;0;;;EU
T5MoV*;Fe;0,5;14;0,35;0,15;0;0;0;?;?;?;?;0;0;0;;Bonpertuis;FR
ToughtecSF*;Fe;1,6;5;2,3;7,2;0;0;0;0,5;0,4;?;?;0;0;0;SF;Bohler-Uddeholm;SE
Talonite 6BH*Talonite;Co;0,90-1,40;28,00-32,00;1,5;0;4,5;0;3;2;2;?;?;0;0;0;;HP Alloys;US
"1045*Ck45*
Cf45
1.1191
1.0503
1.1730
1.1193
C45U*
S48C
S45C*
S45CM
1672*
1650
XC42TS*
XC45
XC48
XC48TS
XC45H1U
AF65
080M46*
C45*
C43
#45*
45Mn
19083*
C.1530*
C.1531
C.1534
C45K*
F.114
45*
G10450
OLC45*
OLC45X
45*
S45*
C45-1*
45C8*
TC1
S45CM*
ASK-1500L
760
K945
UHB11
W65
C45W
Diro-C45
ULW65
SH6
SM4F
WO3
PGS4
T4
C45E
R4*
W345
Thyrodur1730
TES1730
1730
TKM1730
UWS65
C45W
K45";Fe;0,43-0,50;0;0;0;0;0;0;0,60-0,90;?;0,05;0,03;0;0;0;;;US
"Ck45*1045*
Cf45
1.1191
1.0503
1.1730
1.1193
C45U*
S48C
S45C*
S45CM
1672*
1650
XC42TS*
XC45
XC48
XC48TS
XC45H1U
AF65
080M46*
C45*
C43
#45*
45Mn
19083*
C.1530*
C.1531
C.1534
C45K*
F.114
45*
G10450
OLC45*
OLC45X
45*
S45*
C45-1*
45C8*
TC1
S45CM*
ASK-1500L
760
K945
UHB11
W65
C45W
Diro-C45
ULW65
SH6
SM4F
WO3
PGS4
T4
C45E
R4*
W345
Thyrodur1730
TES1730
1730
TKM1730
UWS65
C45W
K45";Fe;0,42-0,50;0;0;0;0;0;0;0,60-0,80;0,15-0,40;0,03;0,03;0;0;0;;;DE
"1.17301045*
Ck45*
Cf45
1.1191
1.0503
1.1193
C45U*
S48C
S45C*
S45CM
1672*
1650
XC42TS*
XC45
XC48
XC48TS
XC45H1U
AF65
080M46*
C45*
C43
#45*
45Mn
19083*
C.1530*
C.1531
C.1534
C45K*
F.114
45*
G10450
OLC45*
OLC45X
45*
S45*
C45-1*
45C8*
TC1
S45CM*
ASK-1500L
760
K945
UHB11
W65
C45W
Diro-C45
ULW65
SH6
SM4F
WO3
PGS4
T4
C45E
R4*
W345
Thyrodur1730
TES1730
1730
TKM1730
UWS65
C45W
K45";Fe;0,42-0,50;0;0;0;0;0;0;0,60-0,80;0,15-0,40;0,03;0,03;0;0;0;;;DE
"C45U*1045*
Ck45*
Cf45
1.1191
1.0503
1.1730
1.1193
S48C
S45C*
S45CM
1672*
1650
XC42TS*
XC45
XC48
XC48TS
XC45H1U
AF65
080M46*
C45*
C43
#45*
45Mn
19083*
C.1530*
C.1531
C.1534
C45K*
F.114
45*
G10450
OLC45*
OLC45X
45*
S45*
C45-1*
45C8*
TC1
S45CM*
ASK-1500L
760
K945
UHB11
W65
C45W
Diro-C45
ULW65
SH6
SM4F
WO3
PGS4
T4
C45E
R4*
W345
Thyrodur1730
TES1730
1730
TKM1730
UWS65
C45W
K45";Fe;0,42-0,50;0;0;0;0;0;0;0,60-0,80;0,15-0,40;0,03;0,03;0;0;0;;;EU
"G104501045*
Ck45*
Cf45
1.1191
1.0503
1.1730
1.1193
C45U*
S48C
S45C*
S45CM
1672*
1650
XC42TS*
XC45
XC48
XC48TS
XC45H1U
AF65
080M46*
C45*
C43
#45*
45Mn
19083*
C.1530*
C.1531
C.1534
C45K*
F.114
45*
OLC45*
OLC45X
45*
S45*
C45-1*
45C8*
TC1
S45CM*
ASK-1500L
760
K945
UHB11
W65
C45W
Diro-C45
ULW65
SH6
SM4F
WO3
PGS4
T4
C45E
R4*
W345
Thyrodur1730
TES1730
1730
TKM1730
UWS65
C45W
K45";Fe;0,43-0,50;0;0;0;0;0;0;0,60-0,90;?;0,05;0,03;0;0;0;;;US
"C45E1045*
Ck45*
Cf45
1.1191
1.0503
1.1730
1.1193
C45U*
S48C
S45C*
S45CM
1672*
1650
XC42TS*
XC45
XC48
XC48TS
XC45H1U
AF65
080M46*
C45*
C43
#45*
45Mn
19083*
C.1530*
C.1531
C.1534
C45K*
F.114
45*
G10450
OLC45*
OLC45X
45*
S45*
C45-1*
45C8*
TC1
S45CM*
ASK-1500L
760
K945
UHB11
W65
C45W
Diro-C45
ULW65
SH6
SM4F
WO3
PGS4
T4
R4*
W345
Thyrodur1730
TES1730
1730
TKM1730
UWS65
C45W
K45";Fe;0,45;0;0;0;0;0;0;0,65;0,25;0,03;?;0;0;0;;Saarstahl;DE
"BE48V*A8Mod*
X50CrMoV8-1
1.2631
1.2360Mod*
1.2360
BE2360*
Viking*
Chipper*
LSS Chipper*";Fe;0,45-0,55;8,00-9,00;1,10-1,30;0,40-0,60;0;0;0;0,40-0,60;0,80-1,00;0,035;0,035;0;0;0;;Bestar;DE
"BE2360*A8Mod*
X50CrMoV8-1
1.2631
1.2360Mod*
1.2360
BE48V*
Viking*
Chipper*
LSS Chipper*";Fe;0,5;8,5;1,2;0,5;0;0;0;0,5;0,9;?;?;0;0;0;;Bestar;DE
"Viking*A8Mod*
X50CrMoV8-1
1.2631
1.2360Mod*
1.2360
BE48V*
BE2360*
Chipper*
LSS Chipper*";Fe;0,5;8;1,5;0,5;0;0;0;0,5;1;?;?;0;0;0;;Bohler-Uddeholm;SE
"LSS Chipper*A8Mod*
X50CrMoV8-1
1.2631
1.2360Mod*
1.2360
BE48V*
BE2360*
Viking*
Chipper*";Fe;0,5;8;1,3;0,45;0;0;0;0,45;0,95;?;?;0;0;0;;Latrobe;US
LSS A7ModA7Mod*;Fe;2,6;8,25;1,25;4,5;0;0;0;0,6;0,3;0,00-0,005;?;0;0;0;;Latrobe;US
"Nitrobe 77*PUD 177.0*
N77";Fe;0,1;14,5;3;0,1;0;0;0;?;?;?;?;0;0,5;0,9;PM;Damasteel;SE
1K6M*DSR1K6M;Fe;0,55-0,65;13,00-14,00;0;0;0;0;0,5;1;1;?;?;0;0;0;;Daido;JP
"SK65*W1
C70W2*
C70W
1.1620
1.1520
UC70KU*
CT70
SK7
SK6
Y1-70
Y170*
T7*
19132*
19133
C.1740*
C.1741
U7*
U7A
OSC7
N7*
S72*
S71
K970
K980*
OC70*
OPC65
T67
T70";Fe;0,60-0,70;0,00-0,30;0;0;0;0;0,00-0,25;0,10-0,50;0,10-0,35;0,03;0,03;0,00-0,25;0;0;;;JP
"SK7W1
C70W2*
C70W
1.1620
1.1520
UC70KU*
CT70
SK65*
SK6
Y1-70
Y170*
T7*
19132*
19133
C.1740*
C.1741
U7*
U7A
OSC7
N7*
S72*
S71
K970
K980*
OC70*
OPC65
T67
T70";Fe;0,60-0,70;0,00-0,30;0;0;0;0;0,00-0,25;0,10-0,50;0,10-0,35;0,03;0,03;0,00-0,25;0;0;;;JP
"19132*W1
C70W2*
C70W
1.1620
1.1520
UC70KU*
CT70
SK65*
SK7
SK6
Y1-70
Y170*
T7*
19133
C.1740*
C.1741
U7*
U7A
OSC7
N7*
S72*
S71
K970
K980*
OC70*
OPC65
T67
T70";Fe;0,70-0,80;0,15;0,1;0,1;0,15;0;0,2;0,10-0,40;0,10-0,40;0,025;0,025;0,2;0;0;;;CZ
"SK6*W1
W107*
C80W2*
1.1625*
CT80*
SK75*
C90E2U*
Y90
Y180
BW1A
BW1B*
C80KU*
T8*
19152*
U8*
N8*
S82*
K990";Fe;0,70-0,80;0,00-0,30;0;0;0;0;0,00-0,25;0,10-0,50;0,10-0,35;0,03;0,03;0,00-0,25;0;0;;;JP
"SK75*W1
W107*
C80W2*
1.1625*
CT80*
SK6*
C90E2U*
Y90
Y180
BW1A
BW1B*
C80KU*
T8*
19152*
U8*
N8*
S82*
K990";Fe;0,70-0,80;0,00-0,30;0;0;0;0;0,00-0,25;0,10-0,50;0,10-0,35;0,03;0,03;0,00-0,25;0;0;;;JP
"19152*W1
W107*
C80W2*
1.1625*
CT80*
SK6*
SK75*
C90E2U*
Y90
Y180
BW1A
BW1B*
C80KU*
T8*
U8*
N8*
S82*
K990";Fe;0,85;0,15;0,1;0,1;0,15;0;0,2;0,10-0,40;0,10-0,40;0,025;0,025;0,2;0;0;;;CZ
"SK105*W1
C105W2*
1.1645
CT105*
SK3
1889*
C105E2U*
T10*
T11
19191*
U11
N10*
N10E
N11*
N11E
S102*
K990
Kind-Extra Mittelheart
WO10Prima
T100";Fe;1,00-1,10;0,00-0,30;0;0;0;0;0,00-0,25;0,10-0,50;0,10-0,35;0,03;0,03;0,00-0,25;0;0;;;JP
"19191*W1
C105W2*
1.1645
CT105*
SK3
SK105*
1889*
C105E2U*
T10*
T11
U11
N10*
N10E
N11*
N11E
S102*
K990
Kind-Extra Mittelheart
WO10Prima
T100";Fe;1,1;0,15;0,1;0,1;0,15;0;0,2;0,10-0,40;0,10-0,40;0,025;0,025;0,2;0;0;;;CZ
"WO10PrimaW1
C105W2*
1.1645
CT105*
SK3
SK105*
1889*
C105E2U*
T10*
T11
19191*
U11
N10*
N10E
N11*
N11E
S102*
K990
Kind-Extra Mittelheart
T100";Fe;1,05;0;0;0;0;0;0;0,3;0,25;0,03;0,03;0;0;0;;Ossenberg;DE
"19192PHW1
C105W2
1.1645
K990
T97";Fe;1;0,15;0,1;0,1;0,15;0;0,2;0,10-0,40;0,10-0,40;0,025;0,025;0,2;0;0;;;CZ
"19221*W1
C110W*
1.1654
1.1554
C.1946*
U11*
Y11
U12
U11A*
S112*
S121
S122
S111
K990
OCP110
FS
3D
TP118";Fe;1,15;0,15;0,1;0,1;0,15;0;0,2;0,10-0,40;0,10-0,40;0,025;0,025;0,2;0;0;;;CZ
"CTS-XHP*440XH*
XHP";Fe;1,6;16;0,8;0,45;0;0;0,35;0,5;0,4;?;?;0;0;0;MM;Carpenter;US
N680*Antinit N680;Fe;0,54;17,3;1,1;0,1;0;0;0,5;0,4;0,45;?;?;0;0;0,2;;Bohler-Uddeholm;SE
"M10*T11310
VLM
Motemp
Ten Star
Rex VM
FSM-10
H&R Moly Van
TNW
E. TNW XL
Electrite TNW XL
Molva
VanLom
Movan";Fe;0,84-1,05;3,75-4,50;7,75-8,50;1,80-2,20;0;0;0,3;0,10-0,40;0,20-0,45;0,03;0,03;0,25;0;0;;;US
"T11310M10*
VLM
Motemp
Ten Star
Rex VM
FSM-10
H&R Moly Van
TNW
E. TNW XL
Electrite TNW XL
Molva
VanLom
Movan";Fe;0,84-1,05;3,75-4,50;7,75-8,50;1,80-2,20;0;0;0,3;0,10-0,40;0,20-0,45;0,03;0,03;0,25;0;0;;;US
"TNWM10*
T11310
VLM
Motemp
Ten Star
Rex VM
FSM-10
H&R Moly Van
E. TNW XL
Electrite TNW XL
Molva
VanLom
Movan";Fe;0,87;4;8;1,9;0;0;0;0,3;0,3;?;?;0;0;0;;Latrobe;US
