grade,link,zknives_maker,cc,zknives_country,db_standard,db_country,db_type,issues
58M,https://zknives.com/knives/steels/58m.shtml,,US,США,,,,missing_standard
X10CTNiS1809,https://zknives.com/knives/steels/x10ctnis1809.shtml,,US,США,"DIN X10CTNIS1809, Германия",Германия,government,country_mismatch
Y1Cr18Ni9,https://zknives.com/knives/steels/y1cr18ni9.shtml,,US,США,,,,missing_standard
C.4590,https://zknives.com/knives/steels/c.4590.shtml,,US,США,,,,missing_standard
F.3508,https://zknives.com/knives/steels/f.3508.shtml,,US,США,,,,missing_standard
F.310.C,https://zknives.com/knives/steels/f.310.c.shtml,,US,США,,,,missing_standard
12KH18N10E,https://zknives.com/knives/steels/12kh18n10e.shtml,,US,США,"GOST 12KH18N10E, Россия",Россия,government,country_mismatch
12X18N10E,https://zknives.com/knives/steels/12x18n10e.shtml,,US,США,"GOST 12X18N10E, Россия",Россия,government,country_mismatch
12CH18N10E,https://zknives.com/knives/steels/12ch18n10e.shtml,,US,США,,,,missing_standard
STS303,https://zknives.com/knives/steels/sts303.shtml,,US,США,,,,missing_standard
B2ZA,https://zknives.com/knives/steels/b2za.shtml,,US,США,,,,missing_standard
Coracid303,https://zknives.com/knives/steels/coracid303.shtml,,US,США,,,,missing_standard
PK11S,https://zknives.com/knives/steels/pk11s.shtml,,US,США,,,,missing_standard
MV188HS,https://zknives.com/knives/steels/mv188hs.shtml,,US,США,,,,missing_standard
V303,https://zknives.com/knives/steels/v303.shtml,,US,США,,,,missing_standard
X2CrNiMo18-14-3,https://zknives.com/knives/steels/x2crnimo18-14-3.shtml,,US,США,"DIN 1.4401, Германия",Германия,government,country_mismatch
X2CrNiMo17-12-2,https://zknives.com/knives/steels/x2crnimo17-12-2.shtml,,US,США,"DIN 1.4401, Германия",Германия,government,country_mismatch
1.4404,https://zknives.com/knives/steels/1.4404.shtml,,US,США,"DIN 1.4404, Германия",Германия,government,country_mismatch
1.4435,https://zknives.com/knives/steels/1.4435.shtml,,US,США,"DIN 1.4435, Германия",Германия,government,country_mismatch
SUS316L,https://zknives.com/knives/steels/sus316l.shtml,,US,США,"JIS SUS316L, Япония",Япония,government,country_mismatch
2348,https://zknives.com/knives/steels/2348.shtml,,US,США,,,,missing_standard
2353,https://zknives.com/knives/steels/2353.shtml,,US,США,,,,missing_standard
2553,https://zknives.com/knives/steels/2553.shtml,,US,США,,,,missing_standard
Z2CND17.12,https://zknives.com/knives/steels/z2cnd17.12.shtml,,US,США,,,,missing_standard
Z3CND17-11-02,https://zknives.com/knives/steels/z3cnd17-11-02.shtml,,US,США,,,,missing_standard
X2CrNiMo1712,https://zknives.com/knives/steels/x2crnimo1712.shtml,,US,США,"DIN X2CRNIMO1712, Германия",Германия,government,country_mismatch
00Cr17Ni14Mo2,https://zknives.com/knives/steels/00cr17ni14mo2.shtml,,US,США,"GB/T 00Cr17Ni14Mo2, Китай",Китай,government,country_mismatch
022Cr17Ni12Mo2,https://zknives.com/knives/steels/022cr17ni12mo2.shtml,,US,США,,,,missing_standard
0Cr18Ni12Mo2Ti,https://zknives.com/knives/steels/0cr18ni12mo2ti.shtml,,US,США,,,,missing_standard
17350,https://zknives.com/knives/steels/17350.shtml,,US,США,,,,missing_standard
C.4570.4,https://zknives.com/knives/steels/c.4570.4.shtml,,US,США,,,,missing_standard
F.3533,https://zknives.com/knives/steels/f.3533.shtml,,US,США,,,,missing_standard
03KH17N13M2,https://zknives.com/knives/steels/03kh17n13m2.shtml,,US,США,,,,missing_standard
03X17H13M2,https://zknives.com/knives/steels/03x17h13m2.shtml,,US,США,,,,missing_standard
00H17N13M2,https://zknives.com/knives/steels/00h17n13m2.shtml,,US,США,,,,missing_standard
00H17N14M2,https://zknives.com/knives/steels/00h17n14m2.shtml,,US,США,,,,missing_standard
X02Cr17Ni12Mo2,https://zknives.com/knives/steels/x02cr17ni12mo2.shtml,,US,США,"DIN 1.4401, Германия",Германия,government,country_mismatch
STS316L,https://zknives.com/knives/steels/sts316l.shtml,,US,США,,,,missing_standard
DAP316L,https://zknives.com/knives/steels/dap316l.shtml,,US,США,,,,missing_standard
B4WL,https://zknives.com/knives/steels/b4wl.shtml,,US,США,,,,missing_standard
B4WML,https://zknives.com/knives/steels/b4wml.shtml,,US,США,,,,missing_standard
Coracid316L,https://zknives.com/knives/steels/coracid316l.shtml,,US,США,,,,missing_standard
Coracid4435,https://zknives.com/knives/steels/coracid4435.shtml,,US,США,,,,missing_standard
PK327,https://zknives.com/knives/steels/pk327.shtml,,US,США,,,,missing_standard
Marinox16,https://zknives.com/knives/steels/marinox16.shtml,,US,США,,,,missing_standard
MVAPML,https://zknives.com/knives/steels/mvapml.shtml,,US,США,,,,missing_standard
MVAPMLD2,https://zknives.com/knives/steels/mvapmld2.shtml,,US,США,,,,missing_standard
V316XLUF,https://zknives.com/knives/steels/v316xluf.shtml,,US,США,,,,missing_standard
42CrMo4,https://zknives.com/knives/steels/42crmo4.shtml,,US,США,"DIN 1.7225, Германия",Германия,government,country_mismatch
G42CrMo4,https://zknives.com/knives/steels/g42crmo4.shtml,,US,США,"DIN 1.7225, Германия",Германия,government,country_mismatch
1.7225,https://zknives.com/knives/steels/1.7225.shtml,,US,США,"DIN 1.7225, Германия",Германия,government,country_mismatch
19A,https://zknives.com/knives/steels/19a.shtml,,US,США,,,,missing_standard
SCM440H,https://zknives.com/knives/steels/scm440h.shtml,,US,США,,,,missing_standard
SCM440M,https://zknives.com/knives/steels/scm440m.shtml,,US,США,,,,missing_standard
2244,https://zknives.com/knives/steels/2244.shtml,,US,США,,,,missing_standard
42CD4,https://zknives.com/knives/steels/42cd4.shtml,,US,США,,,,missing_standard
40CrMnMo,https://zknives.com/knives/steels/40crmnmo.shtml,,US,США,"GB/T 40CrMnMo, Китай",Китай,government,country_mismatch
42CrMo,https://zknives.com/knives/steels/42crmo.shtml,,US,США,"DIN, Германия",Германия,government,country_mismatch
15142,https://zknives.com/knives/steels/15142.shtml,,US,США,,,,missing_standard
C.4732,https://zknives.com/knives/steels/c.4732.shtml,,US,США,,,,missing_standard
42XM,https://zknives.com/knives/steels/42xm.shtml,,US,США,,,,missing_standard
42KHM,https://zknives.com/knives/steels/42khm.shtml,,US,США,,,,missing_standard
40HM,https://zknives.com/knives/steels/40hm.shtml,,US,США,,,,missing_standard
CMo4Z,https://zknives.com/knives/steels/cmo4z.shtml,,US,США,,,,missing_standard
40CrMo3,https://zknives.com/knives/steels/40crmo3.shtml,,US,США,"DIN 40CrMo3, Германия",Германия,government,country_mismatch
SCM440,https://zknives.com/knives/steels/scm440.shtml,,US,США,"JIS SCM440, Япония",Япония,government,country_mismatch
MOC2,https://zknives.com/knives/steels/moc2.shtml,,US,США,,,,missing_standard
V320,https://zknives.com/knives/steels/v320.shtml,,US,США,,,,missing_standard
BSH,https://zknives.com/knives/steels/bsh.shtml,,US,США,,,,missing_standard
Diro-42CrMo4,https://zknives.com/knives/steels/diro-42crmo4.shtml,,US,США,,,,missing_standard
VCMo140,https://zknives.com/knives/steels/vcmo140.shtml,,US,США,,,,missing_standard
LSS 4142,https://zknives.com/knives/steels/lss_4142.shtml,,US,США,,,,missing_standard
CM5,https://zknives.com/knives/steels/cm5.shtml,,US,США,,,,missing_standard
Marshalloy STD,https://zknives.com/knives/steels/marshalloy_std.shtml,,US,США,"Marshalloy STD, США",США,proprietary,expected_government_got_proprietary
Nutec 42,https://zknives.com/knives/steels/nutec_42.shtml,,US,США,"Nutec, США",США,proprietary,expected_government_got_proprietary
Draget H12,https://zknives.com/knives/steels/draget_h12.shtml,,US,США,"Draget H12, Швеция",Швеция,proprietary,country_mismatch;expected_government_got_proprietary
X10Cr13,https://zknives.com/knives/steels/x10cr13.shtml,,US,США,"DIN X10CR13, Германия",Германия,government,country_mismatch
X15Cr13,https://zknives.com/knives/steels/x15cr13.shtml,,US,США,"DIN X15CR13, Германия",Германия,government,country_mismatch
1.4006,https://zknives.com/knives/steels/1.4006.shtml,,US,США,"DIN 1.4006, Германия",Германия,government,country_mismatch
1.4024,https://zknives.com/knives/steels/1.4024.shtml,,US,США,"DIN 1.4024, Германия",Германия,government,country_mismatch
SUS410,https://zknives.com/knives/steels/sus410.shtml,,US,США,"JIS SUS410, Япония",Япония,government,country_mismatch
2302,https://zknives.com/knives/steels/2302.shtml,,US,США,,,,missing_standard
Z10C13,https://zknives.com/knives/steels/z10c13.shtml,,US,США,,,,missing_standard
Z10C14,https://zknives.com/knives/steels/z10c14.shtml,,US,США,,,,missing_standard
Z12C13,https://zknives.com/knives/steels/z12c13.shtml,,US,США,,,,missing_standard
56A,https://zknives.com/knives/steels/56a.shtml,,US,США,,,,missing_standard
X12Cr13,https://zknives.com/knives/steels/x12cr13.shtml,,US,США,"DIN X12CR13, Германия",Германия,government,country_mismatch
1Cr13,https://zknives.com/knives/steels/1cr13.shtml,,US,США,,,,missing_standard
12Cr13,https://zknives.com/knives/steels/12cr13.shtml,,US,США,,,,missing_standard
1Cr12,https://zknives.com/knives/steels/1cr12.shtml,,US,США,,,,missing_standard
17021,https://zknives.com/knives/steels/17021.shtml,,US,США,,,,missing_standard
C.4171,https://zknives.com/knives/steels/c.4171.shtml,,US,США,,,,missing_standard
F.3401,https://zknives.com/knives/steels/f.3401.shtml,,US,США,,,,missing_standard
10KH13,https://zknives.com/knives/steels/10kh13.shtml,,US,США,,,,missing_standard
12KH13,https://zknives.com/knives/steels/12kh13.shtml,,US,США,,,,missing_standard
X12Cr12,https://zknives.com/knives/steels/x12cr12.shtml,,US,США,"DIN X12CR12, Германия",Германия,government,country_mismatch
STS410,https://zknives.com/knives/steels/sts410.shtml,,US,США,,,,missing_standard
N100,https://zknives.com/knives/steels/n100.shtml,,US,США,,,,missing_standard
DSR10UA,https://zknives.com/knives/steels/dsr10ua.shtml,,US,США,,,,missing_standard
10UA,https://zknives.com/knives/steels/10ua.shtml,,US,США,,,,missing_standard
DSR10U,https://zknives.com/knives/steels/dsr10u.shtml,,US,США,,,,missing_standard
Galahad AC,https://zknives.com/knives/steels/galahad_ac.shtml,,US,США,"Galahad AC, США",США,proprietary,expected_government_got_proprietary
INOX-0,https://zknives.com/knives/steels/inox-0.shtml,,US,США,,,,missing_standard
Coracid410,https://zknives.com/knives/steels/coracid410.shtml,,US,США,,,,missing_standard
Coracid410-15,https://zknives.com/knives/steels/coracid410-15.shtml,,US,США,"Coracid, США",США,proprietary,expected_government_got_proprietary
PK2,https://zknives.com/knives/steels/pk2.shtml,,US,США,,,,missing_standard
U410,https://zknives.com/knives/steels/u410.shtml,,US,США,,,,missing_standard
Korronit-W,https://zknives.com/knives/steels/korronit-w.shtml,,US,США,,,,missing_standard
AK1,https://zknives.com/knives/steels/ak1.shtml,,US,США,,,,missing_standard
Premar 410,https://zknives.com/knives/steels/premar_410.shtml,,US,США,,,,missing_standard
Blanco W,https://zknives.com/knives/steels/blanco_w.shtml,,US,США,,,,missing_standard
Blanco L2,https://zknives.com/knives/steels/blanco_l2.shtml,,US,США,"Blanco, США",США,proprietary,expected_government_got_proprietary
Irrubigo 4006,https://zknives.com/knives/steels/irrubigo_4006.shtml,,US,США,,,,missing_standard
Inox1,https://zknives.com/knives/steels/inox1.shtml,,US,США,,,,missing_standard
Remanit 4006,https://zknives.com/knives/steels/remanit_4006.shtml,,US,США,"Remanit, Германия",Германия,proprietary,country_mismatch;expected_government_got_proprietary
12Cr14,https://zknives.com/knives/steels/12cr14.shtml,,US,США,,,,missing_standard
VC140,https://zknives.com/knives/steels/vc140.shtml,Metal Ravne,US,США,"Metal Ravne, Словения",Словения,proprietary,country_mismatch
4145,https://zknives.com/knives/steels/4145.shtml,,US,США,,,,missing_standard
47CrMo4,https://zknives.com/knives/steels/47crmo4.shtml,,US,США,"DIN 1.7225, Германия",Германия,government,country_mismatch
1.2332,https://zknives.com/knives/steels/1.2332.shtml,,US,США,"DIN 1.2332, Германия",Германия,government,country_mismatch
45SCD6,https://zknives.com/knives/steels/45scd6.shtml,,US,США,,,,missing_standard
40CrMo4,https://zknives.com/knives/steels/40crmo4.shtml,,US,США,"DIN 1.7225, Германия",Германия,government,country_mismatch
GS-40 CrMo 4,https://zknives.com/knives/steels/gs-40_crmo_4.shtml,,US,США,,,,missing_standard
41CrMo4,https://zknives.com/knives/steels/41crmo4.shtml,,US,США,"DIN 1.7225, Германия",Германия,government,country_mismatch
43CrMo4,https://zknives.com/knives/steels/43crmo4.shtml,,US,США,"DIN 1.7225, Германия",Германия,government,country_mismatch
42CrMoS4,https://zknives.com/knives/steels/42crmos4.shtml,,US,США,"DIN 42CrMoS4, Германия",Германия,government,country_mismatch
1.3563,https://zknives.com/knives/steels/1.3563.shtml,,US,США,"DIN 1.3563, Германия",Германия,government,country_mismatch
1.7223,https://zknives.com/knives/steels/1.7223.shtml,,US,США,"DIN 1.7223, Германия",Германия,government,country_mismatch
1.7227,https://zknives.com/knives/steels/1.7227.shtml,,US,США,"DIN 1.7227, Германия",Германия,government,country_mismatch
43CrMn4,https://zknives.com/knives/steels/43crmn4.shtml,,US,США,"DIN 1.7035, Германия",Германия,government,country_mismatch
SCM4,https://zknives.com/knives/steels/scm4.shtml,,US,США,,,,missing_standard
40CD4,https://zknives.com/knives/steels/40cd4.shtml,,US,США,,,,missing_standard
42CDTS,https://zknives.com/knives/steels/42cdts.shtml,,US,США,,,,missing_standard
EN19,https://zknives.com/knives/steels/en19.shtml,,US,США,"EN 19, Европа",Европа,government,country_mismatch
38CrMo4KB,https://zknives.com/knives/steels/38crmo4kb.shtml,,US,США,"DIN, Германия",Германия,government,country_mismatch
G4OCrMo4,https://zknives.com/knives/steels/g4ocrmo4.shtml,,US,США,"DIN 1.7225, Германия",Германия,government,country_mismatch
C.4782,https://zknives.com/knives/steels/c.4782.shtml,,US,США,,,,missing_standard
F.1252,https://zknives.com/knives/steels/f.1252.shtml,,US,США,,,,missing_standard
40HFA,https://zknives.com/knives/steels/40hfa.shtml,,US,США,,,,missing_standard
38KHM,https://zknives.com/knives/steels/38khm.shtml,,US,США,,,,missing_standard
38XM,https://zknives.com/knives/steels/38xm.shtml,,US,США,,,,missing_standard
38CHM,https://zknives.com/knives/steels/38chm.shtml,,US,США,,,,missing_standard
42Cr4Mo2,https://zknives.com/knives/steels/42cr4mo2.shtml,,US,США,"DIN 1.7035, Германия",Германия,government,country_mismatch
709,https://zknives.com/knives/steels/709.shtml,,US,США,,,,missing_standard
BE7225,https://zknives.com/knives/steels/be7225.shtml,,US,США,,,,missing_standard
RO952,https://zknives.com/knives/steels/ro952.shtml,,US,США,,,,missing_standard
W3-2244,https://zknives.com/knives/steels/w3-2244.shtml,,US,США,,,,missing_standard
Mo40,https://zknives.com/knives/steels/mo40.shtml,,US,США,,,,missing_standard
TEW42CrMo4,https://zknives.com/knives/steels/tew42crmo4.shtml,,US,США,,,,missing_standard
Weld Mold 927,https://zknives.com/knives/steels/weld_mold_927.shtml,,US,США,"Weld Mold 927, США",США,proprietary,expected_government_got_proprietary
X12CrS13,https://zknives.com/knives/steels/x12crs13.shtml,,US,США,"DIN X12CRS13, Германия",Германия,government,country_mismatch
1.4005,https://zknives.com/knives/steels/1.4005.shtml,,US,США,"DIN 1.4005, Германия",Германия,government,country_mismatch
SUS416,https://zknives.com/knives/steels/sus416.shtml,,US,США,"JIS SUS416, Япония",Япония,government,country_mismatch
2380,https://zknives.com/knives/steels/2380.shtml,,US,США,,,,missing_standard
Z11CF13,https://zknives.com/knives/steels/z11cf13.shtml,,US,США,,,,missing_standard
Z12CF13,https://zknives.com/knives/steels/z12cf13.shtml,,US,США,,,,missing_standard
Y1Cr13,https://zknives.com/knives/steels/y1cr13.shtml,,US,США,,,,missing_standard
F.3411,https://zknives.com/knives/steels/f.3411.shtml,,US,США,,,,missing_standard
DSR16F,https://zknives.com/knives/steels/dsr16f.shtml,,US,США,,,,missing_standard
DSR16FC,https://zknives.com/knives/steels/dsr16fc.shtml,,US,США,,,,missing_standard
U416,https://zknives.com/knives/steels/u416.shtml,,US,США,,,,missing_standard
Inox1F,https://zknives.com/knives/steels/inox1f.shtml,,US,США,,,,missing_standard
VC416,https://zknives.com/knives/steels/vc416.shtml,,US,США,,,,missing_standard
440N-DUR,https://zknives.com/knives/steels/440n-dur.shtml,Buderus Edelstahlwerke,DE,Германия,"Latrobe, США",США,proprietary,country_mismatch;maker_mismatch
X8Cr17,https://zknives.com/knives/steels/x8cr17.shtml,,US,США,"DIN X8CR17, Германия",Германия,government,country_mismatch
X5Cr17,https://zknives.com/knives/steels/x5cr17.shtml,,US,США,"DIN X5CR17, Германия",Германия,government,country_mismatch
X6Cr17,https://zknives.com/knives/steels/x6cr17.shtml,,US,США,"DIN X6CR17, Германия",Германия,government,country_mismatch
1.4016,https://zknives.com/knives/steels/1.4016.shtml,,US,США,"DIN 1.4016, Германия",Германия,government,country_mismatch
1.4013,https://zknives.com/knives/steels/1.4013.shtml,,US,США,"DIN 1.4013, Германия",Германия,government,country_mismatch
1.4015,https://zknives.com/knives/steels/1.4015.shtml,,US,США,"DIN 1.4015, Германия",Германия,government,country_mismatch
SUS430,https://zknives.com/knives/steels/sus430.shtml,,US,США,"JIS SUS430, Япония",Япония,government,country_mismatch
2320,https://zknives.com/knives/steels/2320.shtml,,US,США,,,,missing_standard
Z8C17,https://zknives.com/knives/steels/z8c17.shtml,,US,США,,,,missing_standard
X8Cr18,https://zknives.com/knives/steels/x8cr18.shtml,,US,США,"DIN X8CR18, Германия",Германия,government,country_mismatch
ZG1Cr17,https://zknives.com/knives/steels/zg1cr17.shtml,,US,США,,,,missing_standard
1Cr17,https://zknives.com/knives/steels/1cr17.shtml,,US,США,,,,missing_standard
10Cr17,https://zknives.com/knives/steels/10cr17.shtml,,US,США,,,,missing_standard
Cr17,https://zknives.com/knives/steels/cr17.shtml,,US,США,,,,missing_standard
17040,https://zknives.com/knives/steels/17040.shtml,,US,США,,,,missing_standard
17031,https://zknives.com/knives/steels/17031.shtml,,US,США,,,,missing_standard
17041,https://zknives.com/knives/steels/17041.shtml,,US,США,,,,missing_standard
C.4174,https://zknives.com/knives/steels/c.4174.shtml,,US,США,,,,missing_standard
F.3113,https://zknives.com/knives/steels/f.3113.shtml,,US,США,,,,missing_standard
F.310.D,https://zknives.com/knives/steels/f.310.d.shtml,,US,США,,,,missing_standard
12Ch17,https://zknives.com/knives/steels/12ch17.shtml,,US,США,,,,missing_standard
12KH17,https://zknives.com/knives/steels/12kh17.shtml,,US,США,"GOST 12KH17, Россия",Россия,government,country_mismatch
X07Cr17,https://zknives.com/knives/steels/x07cr17.shtml,,US,США,"DIN X07CR17, Германия",Германия,government,country_mismatch
STS430,https://zknives.com/knives/steels/sts430.shtml,,US,США,,,,missing_standard
X16MF,https://zknives.com/knives/steels/x16mf.shtml,,US,США,"DIN X16MF, Германия",Германия,government,country_mismatch
N200,https://zknives.com/knives/steels/n200.shtml,,US,США,,,,missing_standard
CRA,https://zknives.com/knives/steels/cra.shtml,,US,США,,,,missing_standard
PK336,https://zknives.com/knives/steels/pk336.shtml,,US,США,,,,missing_standard
13Cr17,https://zknives.com/knives/steels/13cr17.shtml,,US,США,,,,missing_standard
V430G,https://zknives.com/knives/steels/v430g.shtml,,US,США,,,,missing_standard
9255,https://zknives.com/knives/steels/9255.shtml,,US,США,,,,missing_standard
56Si7,https://zknives.com/knives/steels/56si7.shtml,,US,США,,,,missing_standard
55Si7,https://zknives.com/knives/steels/55si7.shtml,,US,США,,,,missing_standard
1.5026,https://zknives.com/knives/steels/1.5026.shtml,,US,США,"DIN 1.5026, Германия",Германия,government,country_mismatch
1.0904,https://zknives.com/knives/steels/1.0904.shtml,,US,США,"DIN 1.0904, Германия",Германия,government,country_mismatch
55Si,https://zknives.com/knives/steels/55si.shtml,,US,США,,,,missing_standard
SUP7,https://zknives.com/knives/steels/sup7.shtml,,US,США,,,,missing_standard
2090,https://zknives.com/knives/steels/2090.shtml,,US,США,,,,missing_standard
2085,https://zknives.com/knives/steels/2085.shtml,,US,США,,,,missing_standard
55Si7RR,https://zknives.com/knives/steels/55si7rr.shtml,,US,США,,,,missing_standard
56SC7,https://zknives.com/knives/steels/56sc7.shtml,,US,США,,,,missing_standard
60Si8,https://zknives.com/knives/steels/60si8.shtml,,US,США,,,,missing_standard
EN45,https://zknives.com/knives/steels/en45.shtml,,US,США,"EN 45, Европа",Европа,government,country_mismatch
55Si8,https://zknives.com/knives/steels/55si8.shtml,,US,США,,,,missing_standard
55Si2Mn,https://zknives.com/knives/steels/55si2mn.shtml,,US,США,,,,missing_standard
C.2133,https://zknives.com/knives/steels/c.2133.shtml,,US,США,,,,missing_standard
F.1440,https://zknives.com/knives/steels/f.1440.shtml,,US,США,,,,missing_standard
56Si17A,https://zknives.com/knives/steels/56si17a.shtml,,US,США,,,,missing_standard
50HS,https://zknives.com/knives/steels/50hs.shtml,,US,США,,,,missing_standard
F110,https://zknives.com/knives/steels/f110.shtml,,US,США,,,,missing_standard
Case Tru-Sharp,https://zknives.com/knives/steels/case_tru-sharp.shtml,Latrobe,US,США,"Case, США",США,proprietary,maker_mismatch
420J2,https://zknives.com/knives/steels/420j2.shtml,Bonomi Acciai,US,США,"AISI 420J2, США",США,government,expected_proprietary_got_government
X30Cr13,https://zknives.com/knives/steels/x30cr13.shtml,,US,США,"DIN X30CR13, Германия",Германия,government,country_mismatch
1.4028,https://zknives.com/knives/steels/1.4028.shtml,,US,США,"DIN 1.4028, Германия",Германия,government,country_mismatch
Z33C13,https://zknives.com/knives/steels/z33c13.shtml,,US,США,,,,missing_standard
17023,https://zknives.com/knives/steels/17023.shtml,,US,США,,,,missing_standard
C.4173,https://zknives.com/knives/steels/c.4173.shtml,,US,США,,,,missing_standard
F.3403,https://zknives.com/knives/steels/f.3403.shtml,,US,США,,,,missing_standard
30KH13,https://zknives.com/knives/steels/30kh13.shtml,,US,США,,,,missing_standard
AM-UC8,https://zknives.com/knives/steels/am-uc8.shtml,,US,США,,,,missing_standard
X13,https://zknives.com/knives/steels/x13.shtml,,US,США,,,,missing_standard
X13F,https://zknives.com/knives/steels/x13f.shtml,,US,США,"DIN X13F, Германия",Германия,government,country_mismatch
N324,https://zknives.com/knives/steels/n324.shtml,,US,США,,,,missing_standard
DSR1K3,https://zknives.com/knives/steels/dsr1k3.shtml,,US,США,,,,missing_standard
DAP420J2,https://zknives.com/knives/steels/dap420j2.shtml,,US,США,,,,missing_standard
Chronifer M4028,https://zknives.com/knives/steels/chronifer_m4028.shtml,,US,США,"Chronifer, Швеция",Швеция,proprietary,country_mismatch;expected_government_got_proprietary
PK4,https://zknives.com/knives/steels/pk4.shtml,,US,США,,,,missing_standard
U420J2,https://zknives.com/knives/steels/u420j2.shtml,,US,США,,,,missing_standard
30Cr14,https://zknives.com/knives/steels/30cr14.shtml,,US,США,,,,missing_standard
Uginox MA3,https://zknives.com/knives/steels/uginox_ma3.shtml,,US,США,"Uginox MA3, Франция",Франция,proprietary,country_mismatch;expected_government_got_proprietary
425M,https://zknives.com/knives/steels/425m.shtml,,US,США,,,,missing_standard
4Cr14MoV,https://zknives.com/knives/steels/4cr14mov.shtml,,US,США,,,,missing_standard
INOX-1-42-MOVA,https://zknives.com/knives/steels/inox-1-42-mova.shtml,,US,США,,,,missing_standard
T6MoV,https://zknives.com/knives/steels/t6mov.shtml,,US,США,,,,missing_standard
55NiCrMoV6G,https://zknives.com/knives/steels/55nicrmov6g.shtml,,US,США,,,,missing_standard
50CrMo4,https://zknives.com/knives/steels/50crmo4.shtml,,US,США,"DIN 1.7228, Германия",Германия,government,country_mismatch
48CrMo4,https://zknives.com/knives/steels/48crmo4.shtml,,US,США,"DIN 1.7228, Германия",Германия,government,country_mismatch
49CrMo4,https://zknives.com/knives/steels/49crmo4.shtml,,US,США,"DIN 1.7225, Германия",Германия,government,country_mismatch
51CrMoV4,https://zknives.com/knives/steels/51crmov4.shtml,,US,США,"DIN 1.7709, Германия",Германия,government,country_mismatch
1.7228,https://zknives.com/knives/steels/1.7228.shtml,,US,США,"DIN 1.7228, Германия",Германия,government,country_mismatch
1.7238,https://zknives.com/knives/steels/1.7238.shtml,,US,США,"DIN 1.7238, Германия",Германия,government,country_mismatch
1.3565,https://zknives.com/knives/steels/1.3565.shtml,,US,США,"DIN 1.3565, Германия",Германия,government,country_mismatch
1.7701,https://zknives.com/knives/steels/1.7701.shtml,,US,США,"DIN 1.7701, Германия",Германия,government,country_mismatch
SCM5,https://zknives.com/knives/steels/scm5.shtml,,US,США,,,,missing_standard
SCM5H,https://zknives.com/knives/steels/scm5h.shtml,,US,США,,,,missing_standard
SCM445,https://zknives.com/knives/steels/scm445.shtml,,US,США,,,,missing_standard
2512,https://zknives.com/knives/steels/2512.shtml,,US,США,,,,missing_standard
50SCD6,https://zknives.com/knives/steels/50scd6.shtml,,US,США,,,,missing_standard
50CD4,https://zknives.com/knives/steels/50cd4.shtml,,US,США,,,,missing_standard
ZG50CrMo,https://zknives.com/knives/steels/zg50crmo.shtml,,US,США,,,,missing_standard
C.4733,https://zknives.com/knives/steels/c.4733.shtml,,US,США,,,,missing_standard
50Ch,https://zknives.com/knives/steels/50ch.shtml,,US,США,,,,missing_standard
50HMA,https://zknives.com/knives/steels/50hma.shtml,,US,США,,,,missing_standard
50KH,https://zknives.com/knives/steels/50kh.shtml,,US,США,,,,missing_standard
5XMA,https://zknives.com/knives/steels/5xma.shtml,,US,США,,,,missing_standard
5KHMA,https://zknives.com/knives/steels/5khma.shtml,,US,США,,,,missing_standard
50X,https://zknives.com/knives/steels/50x.shtml,,US,США,,,,missing_standard
BE7228,https://zknives.com/knives/steels/be7228.shtml,,US,США,,,,missing_standard
V310,https://zknives.com/knives/steels/v310.shtml,,US,США,,,,missing_standard
DCR,https://zknives.com/knives/steels/dcr.shtml,,US,США,,,,missing_standard
Diro-50CrMo4,https://zknives.com/knives/steels/diro-50crmo4.shtml,,US,США,,,,missing_standard
Thyrofort 50CrMo4,https://zknives.com/knives/steels/thyrofort_50crmo4.shtml,,US,США,"Thyrofort, Швейцария",Швейцария,proprietary,country_mismatch;expected_government_got_proprietary
HB,https://zknives.com/knives/steels/hb.shtml,,US,США,,,,missing_standard
VCMO150,https://zknives.com/knives/steels/vcmo150.shtml,,US,США,,,,missing_standard
VZ727,https://zknives.com/knives/steels/vz727.shtml,,US,США,,,,missing_standard
Mo50,https://zknives.com/knives/steels/mo50.shtml,,US,США,,,,missing_standard
TEW50CrMo4,https://zknives.com/knives/steels/tew50crmo4.shtml,,US,США,,,,missing_standard
52100,https://zknives.com/knives/steels/52100.shtml,Bohler-Uddeholm,US,США,"AISI 52100, США",США,government,expected_proprietary_got_government
100Cr6,https://zknives.com/knives/steels/100cr6.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
120Cr5,https://zknives.com/knives/steels/120cr5.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
105Cr5,https://zknives.com/knives/steels/105cr5.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
101Cr6,https://zknives.com/knives/steels/101cr6.shtml,Bohler-Uddeholm,US,США,"DIN 1.2067, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
100Cr5,https://zknives.com/knives/steels/100cr5.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
1.3505,https://zknives.com/knives/steels/1.3505.shtml,Bohler-Uddeholm,US,США,"DIN 1.3505, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.2059,https://zknives.com/knives/steels/1.2059.shtml,Bohler-Uddeholm,US,США,"DIN 1.2059, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.2060,https://zknives.com/knives/steels/1.2060.shtml,Bohler-Uddeholm,US,США,"DIN 1.2060, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
