grade,splav_c,db_c,match_c,splav_cr,db_cr,match_cr,splav_mo,db_mo,match_mo,splav_v,db_v,match_v,splav_w,db_w,match_w,splav_co,db_co,match_co,splav_ni,db_ni,match_ni,splav_mn,db_mn,match_mn,splav_si,db_si,match_si,splav_s,db_s,match_s,splav_p,db_p,match_p,splav_cu,db_cu,match_cu,splav_nb,db_nb,match_nb,splav_n,db_n,match_n,status,mismatch_fields
12МХ,0.09 - 0.16,0.09 - 0.16,1,0.4 - 0.7,0.4 - 0.7,1,0.4 - 0.6,0.4 - 0.6,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
12Х1МФ,0.1 - 0.15,0.1 - 0.15,1,0.9 - 1.2,0.9 - 1.2,1,0.25 - 0.35,0.25 - 0.35,1,0.15 - 0.3,0.15 - 0.3,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
12Х1МФ-ПВ,0.11 - 0.15,0.11 - 0.15,1,0.9 - 1.2,0.9 - 1.2,1,0.25 - 0.35,0.25 - 0.35,1,0.15 - 0.3,0.15 - 0.3,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,0.4 - 0.7,0.4 - 0.7,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.015,до &nbsp; 0.015,1,до &nbsp; 0.015,до &nbsp; 0.015,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,ok,
12Х2МФБ,0.08 - 0.12,0.08 - 0.12,1,2.1 - 2.6,2.1 - 2.6,1,0.5 - 0.7,0.5 - 0.7,1,0.2 - 0.35,0.2 - 0.35,1,,,1,,,1,до &nbsp; 0.25,до &nbsp; 0.25,1,0.4 - 0.7,0.4 - 0.7,1,0.4 - 0.7,0.4 - 0.7,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.25,до &nbsp; 0.25,1,0.5 - 0.8,0.5 - 0.8,1,,,1,ok,
12Х2МФСР,0.08 - 0.15,0.08 - 0.15,1,1.6 - 1.9,1.6 - 1.9,1,0.5 - 0.7,0.5 - 0.7,1,0.2 - 0.35,0.2 - 0.35,1,,,1,,,1,до &nbsp; 0.25,до &nbsp; 0.25,1,0.4 - 0.7,0.4 - 0.7,1,0.4 - 0.7,0.4 - 0.7,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,ok,
12ХМ,до &nbsp; 0.16,до &nbsp; 0.16,1,0.8 - 1.1,0.8 - 1.1,1,0.4 - 0.55,0.4 - 0.55,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
15Х1М1Ф,0.1 - 0.16,0.1 - 0.16,1,1.1 - 1.4,1.1 - 1.4,1,0.9 - 1.1,0.9 - 1.1,1,0.2 - 0.25,0.2 - 0.25,1,,,1,,,1,до &nbsp; 0.25,до &nbsp; 0.25,1,0.4 - 0.7,0.4 - 0.7,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,ok,
15Х2М2ФБС,0.13 - 0.18,0.13 - 0.18,1,1.8 - 2.3,1.8 - 2.3,1,1.2 - 1.5,1.2 - 1.5,1,0.25 - 0.4,0.25 - 0.4,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.5 - 0.8,0.5 - 0.8,1,0.7 - 1,0.7 - 1,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.08 - 0.15,0.08 - 0.15,1,,,1,ok,
15Х5,до &nbsp; 0.15,до &nbsp; 0.15,1,4.5 - 6,4.5 - 6,1,,,1,,,1,,,1,,,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
15Х5ВФ,до &nbsp; 0.15,до &nbsp; 0.15,1,4.5 - 6,4.5 - 6,1,,,1,0.4 - 0.6,0.4 - 0.6,1,0.4 - 0.7,0.4 - 0.7,1,,,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.5,до &nbsp; 0.5,1,0.3 - 0.6,0.3 - 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
15Х5М,до &nbsp; 0.15,до &nbsp; 0.15,1,4.5 - 6,4.5 - 6,1,0.45 - 0.6,0.45 - 0.6,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
15Х6СЮ,до &nbsp; 0.15,до &nbsp; 0.15,1,5.5 - 7,5.5 - 7,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,1.2 - 1.8,1.2 - 1.8,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
15ХМ,0.11 - 0.18,0.11 - 0.18,1,0.8 - 1.1,0.8 - 1.1,1,0.4 - 0.55,0.4 - 0.55,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
15ХМФКР,0.12 - 0.18,0.12 - 0.18,1,1 - 1.3,1 - 1.3,1,0.9 - 1.2,0.9 - 1.2,1,0.2 - 0.32,0.2 - 0.32,1,,,1,1.3 - 1.5,1.3 - 1.5,1,,,1,0.4 - 0.7,0.4 - 0.7,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
16ГНМ,0.12 - 0.18,0.12 - 0.18,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.55,0.4 - 0.55,1,,,1,,,1,,,1,1 - 1.3,1 - 1.3,1,0.8 - 1.1,0.8 - 1.1,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,0.15 - 0.25,0.15 - 0.25,1,,,1,,,1,ok,
16ГНМА,0.13 - 0.18,0.13 - 0.18,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.55,0.4 - 0.55,1,0.02 - 0.03,0.02 - 0.03,1,,,1,,,1,1 - 1.3,1 - 1.3,1,0.8 - 1.1,0.8 - 1.1,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
18Х3МВ,0.15 - 0.2,0.15 - 0.2,1,2.5 - 3,2.5 - 3,1,0.5 - 0.7,0.5 - 0.7,1,0.05 - 0.15,0.05 - 0.15,1,0.5 - 0.8,0.5 - 0.8,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.25 - 0.5,0.25 - 0.5,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
03Х18Н10Т,до &nbsp; 0.03,до &nbsp; 0.03,1,17 - 18.5,17 - 18.5,1,,,1,,,1,,,1,,,1,9.5 - 11,9.5 - 11,1,1 - 2,1 - 2,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
05Х18Н10Т,до &nbsp; 0.05,до &nbsp; 0.05,1,17 - 18.5,17 - 18.5,1,,,1,,,1,,,1,,,1,9 - 10.5,9 - 10.5,1,1 - 2,1 - 2,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
06Х16Н15М3Б,0.04 - 0.06,0.04 - 0.06,1,15 - 16,15 - 16,1,2.7 - 3.2,2.7 - 3.2,1,,,1,,,1,,,1,15 - 16,15 - 16,1,0.4 - 0.8,0.4 - 0.8,1,до &nbsp; 0.3,до &nbsp; 0.3,1,до &nbsp; 0.01,до &nbsp; 0.01,1,до &nbsp; 0.015,до &nbsp; 0.015,1,,,1,до &nbsp; 0.9,до &nbsp; 0.9,1,,,1,ok,
08Х15Н24В4ТР,до &nbsp; 0.08,до &nbsp; 0.08,1,14 - 16,14 - 16,1,,,1,,,1,4 - 5,4 - 5,1,,,1,22 - 25,22 - 25,1,0.5 - 1,0.5 - 1,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
08Х15Н25М3ТЮБ,до &nbsp; 0.1,до &nbsp; 0.1,1,14 - 16,14 - 16,1,2.8 - 3.5,2.8 - 3.5,1,,,1,,,1,,,1,24 - 28,24 - 28,1,1 - 2,1 - 2,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,,,1,ok,
08Х16Н11М3,до &nbsp; 0.08,до &nbsp; 0.08,1,15.5 - 17,15.5 - 17,1,1.5 - 2,1.5 - 2,1,,,1,,,1,,,1,8.5 - 10,8.5 - 10,1,1 - 1.5,1 - 1.5,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
08Х16Н13М2Б,0.06 - 0.12,0.06 - 0.12,1,15 - 17,15 - 17,1,2 - 2.5,2 - 2.5,1,,,1,,,1,,,1,12.5 - 14.5,12.5 - 14.5,1,до &nbsp; 1,до &nbsp; 1,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,0.9 - 1.3,0.9 - 1.3,1,,,1,ok,
08Х16Н9М2,до &nbsp; 0.08,до &nbsp; 0.08,1,15.5 - 17,15.5 - 17,1,1.5 - 2,1.5 - 2,1,,,1,,,1,,,1,8.5 - 10,8.5 - 10,1,1 - 1.5,1 - 1.5,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
08Х20Н14С2,до &nbsp; 0.08,до &nbsp; 0.08,1,19 - 22,19 - 22,1,,,1,,,1,,,1,,,1,12 - 15,12 - 15,1,до &nbsp; 1.5,до &nbsp; 1.5,1,2 - 3,2 - 3,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
08Х21Н6М2Т,до &nbsp; 0.08,до &nbsp; 0.08,1,20 - 22,20 - 22,1,1.8 - 2.5,1.8 - 2.5,1,,,1,,,1,,,1,5.5 - 6.5,5.5 - 6.5,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
09Х14Н16Б,0.07 - 0.12,0.07 - 0.12,1,13 - 15,13 - 15,1,,,1,,,1,,,1,,,1,14 - 17,14 - 17,1,1 - 2,1 - 2,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,0.9 - 1.3,0.9 - 1.3,1,,,1,ok,
09Х14Н19В2БР,0.07 - 0.12,0.07 - 0.12,1,13 - 15,13 - 15,1,,,1,,,1,2 - 2.8,2 - 2.8,1,,,1,18 - 20,18 - 20,1,до &nbsp; 2,до &nbsp; 2,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,0.9 - 1.3,0.9 - 1.3,1,,,1,ok,
09Х14Н19В2БР1,0.07 - 0.12,0.07 - 0.12,1,13 - 15,13 - 15,1,,,1,,,1,2 - 2.8,2 - 2.8,1,,,1,18 - 20,18 - 20,1,до &nbsp; 2,до &nbsp; 2,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,0.9 - 1.3,0.9 - 1.3,1,,,1,ok,
09Х16Н15М3Б,до &nbsp; 0.09,до &nbsp; 0.09,1,15 - 17,15 - 17,1,2.5 - 3,2.5 - 3,1,,,1,,,1,,,1,14 - 16,14 - 16,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,0.6 - 0.9,0.6 - 0.9,1,,,1,ok,
09Х16Н16МВ2БР,0.06 - 0.11,0.06 - 0.11,1,15 - 17,15 - 17,1,0.4 - 0.9,0.4 - 0.9,1,,,1,2 - 3,2 - 3,1,,,1,15 - 17,15 - 17,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,0.6 - 1,0.6 - 1,1,,,1,ok,
10ГН2МФА,0.08 - 0.12,0.08 - 0.12,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,0.03 - 0.07,0.03 - 0.07,1,,,1,,,1,1.8 - 2.3,1.8 - 2.3,1,0.8 - 1.1,0.8 - 1.1,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
10ГН2МФА-Ш,0.08 - 0.12,0.08 - 0.12,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,0.03 - 0.07,0.03 - 0.07,1,,,1,,,1,1.8 - 2.3,1.8 - 2.3,1,0.8 - 1.1,0.8 - 1.1,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.005,до &nbsp; 0.005,1,до &nbsp; 0.008,до &nbsp; 0.008,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
10Х11Н20Т2Р,до &nbsp; 0.1,до &nbsp; 0.1,1,10 - 12.5,10 - 12.5,1,,,1,,,1,,,1,,,1,18 - 21,18 - 21,1,до &nbsp; 1,до &nbsp; 1,1,до &nbsp; 1,до &nbsp; 1,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
10Х11Н20Т3Р,до &nbsp; 0.1,до &nbsp; 0.1,1,10 - 12.5,10 - 12.5,1,,,1,,,1,,,1,,,1,18 - 21,18 - 21,1,до &nbsp; 1,до &nbsp; 1,1,до &nbsp; 1,до &nbsp; 1,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
10Х11Н23Т3МР,до &nbsp; 0.1,до &nbsp; 0.1,1,10 - 12.5,10 - 12.5,1,1 - 1.6,1 - 1.6,1,,,1,,,1,,,1,21 - 25,21 - 25,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.01,до &nbsp; 0.01,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
10Х13Г12БС2Н2Д2,0.06 - 0.1,0.06 - 0.1,1,11.5 - 13,11.5 - 13,1,,,1,,,1,,,1,,,1,1.8 - 2.5,1.8 - 2.5,1,12 - 13.5,12 - 13.5,1,1.8 - 2.2,1.8 - 2.2,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.03,до &nbsp; 0.03,1,2 - 2.5,2 - 2.5,1,0.6 - 1,0.6 - 1,1,,,1,ok,
10Х13СЮ,0.07 - 0.12,0.07 - 0.12,1,12 - 14,12 - 14,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,1.2 - 2,1.2 - 2,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
10Х15Н25В3ТЮ,до &nbsp; 0.1,до &nbsp; 0.1,1,14 - 16,14 - 16,1,,,1,,,1,2.8 - 3.5,2.8 - 3.5,1,,,1,24 - 28,24 - 28,1,1 - 2,1 - 2,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,,,1,ok,
10Х15Н25М3В3ТЮК,до &nbsp; 0.1,до &nbsp; 0.1,1,14 - 16,14 - 16,1,2 - 3,2 - 3,1,,,1,2 - 3,2 - 3,1,0.5 - 1,0.5 - 1,1,24 - 28,24 - 28,1,1 - 2,1 - 2,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,,,1,ok,
10Х18Н18Ю4Д,0.07 - 0.13,0.07 - 0.13,1,18 - 19.5,18 - 19.5,1,,,1,,,1,,,1,,,1,18 - 19.5,18 - 19.5,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,0.4 - 0.6,0.4 - 0.6,1,,,1,,,1,ok,
10Х23Н18,до &nbsp; 0.1,до &nbsp; 0.1,1,22 - 25,22 - 25,1,,,1,,,1,,,1,,,1,17 - 20,17 - 20,1,до &nbsp; 2,до &nbsp; 2,1,до &nbsp; 1,до &nbsp; 1,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
10Х25Н25ТР,0.07 - 0.12,0.07 - 0.12,1,23 - 26,23 - 26,1,,,1,,,1,,,1,,,1,24 - 27,24 - 27,1,1 - 2,1 - 2,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
10Х7МВФБР,0.07 - 0.12,0.07 - 0.12,1,6 - 8,6 - 8,1,0.7 - 1,0.7 - 1,1,0.3 - 0.5,0.3 - 0.5,1,,,1,,,1,0.5 - 1,0.5 - 1,1,,,1,,,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,0.15 - 0.4,0.15 - 0.4,1,,,1,ok,
11Х11Н2В2МФ,0.09 - 0.13,0.09 - 0.13,1,10.5 - 12,10.5 - 12,1,0.35 - 0.5,0.35 - 0.5,1,0.18 - 0.3,0.18 - 0.3,1,1.6 - 2,1.6 - 2,1,,,1,1.5 - 1.8,1.5 - 1.8,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
12Х12МВФБР,0.1 - 0.15,0.1 - 0.15,1,11 - 13,11 - 13,1,0.7 - 1,0.7 - 1,1,0.15 - 0.3,0.15 - 0.3,1,0.55 - 0.85,0.55 - 0.85,1,,,1,0.5 - 1,0.5 - 1,1,0.5 - 1,0.5 - 1,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,0.15 - 0.3,0.15 - 0.3,1,,,1,ok,
12Х14Н14В2М,до &nbsp; 0.15,до &nbsp; 0.15,1,13 - 15,13 - 15,1,0.4 - 0.6,0.4 - 0.6,1,,,1,2 - 2.75,2 - 2.75,1,,,1,13 - 15,13 - 15,1,до &nbsp; 0.7,до &nbsp; 0.7,1,0.3 - 0.8,0.3 - 0.8,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
12Х25Н16Г7АР,до &nbsp; 0.12,до &nbsp; 0.12,1,23 - 26,23 - 26,1,,,1,,,1,,,1,,,1,15 - 18,15 - 18,1,5 - 7,5 - 7,1,до &nbsp; 1,до &nbsp; 1,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
12Х2МВ8ФБ,0.07 - 0.12,0.07 - 0.12,1,2.1 - 2.6,2.1 - 2.6,1,0.5 - 0.7,0.5 - 0.7,1,0.2 - 0.35,0.2 - 0.35,1,7 - 8.5,7 - 8.5,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,0.4 - 0.7,0.4 - 0.7,1,0.4 - 0.7,0.4 - 0.7,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,0.8 - 1.2,0.8 - 1.2,1,,,1,ok,
12Х8ВФ,0.08 - 0.15,0.08 - 0.15,1,7 - 8.5,7 - 8.5,1,,,1,0.3 - 0.5,0.3 - 0.5,1,0.6 - 1,0.6 - 1,1,,,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
13Х11Н2В2МФ,0.1 - 0.16,0.1 - 0.16,1,10.5 - 12,10.5 - 12,1,0.35 - 0.5,0.35 - 0.5,1,0.18 - 0.3,0.18 - 0.3,1,1.6 - 2,1.6 - 2,1,,,1,1.5 - 1.8,1.5 - 1.8,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
13Х14Н3В2ФР,0.1 - 0.16,0.1 - 0.16,1,13 - 15,13 - 15,1,,,1,0.18 - 0.28,0.18 - 0.28,1,1.6 - 2.2,1.6 - 2.2,1,,,1,2.8 - 3.4,2.8 - 3.4,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
15Х11МФ,0.12 - 0.19,0.12 - 0.19,1,10 - 11.5,10 - 11.5,1,0.6 - 0.8,0.6 - 0.8,1,0.25 - 0.4,0.25 - 0.4,1,,,1,,,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.7,до &nbsp; 0.7,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
15Х12ВНМФ,0.12 - 0.18,0.12 - 0.18,1,11 - 13,11 - 13,1,0.5 - 0.7,0.5 - 0.7,1,0.15 - 0.3,0.15 - 0.3,1,0.7 - 1.1,0.7 - 1.1,1,,,1,0.4 - 0.8,0.4 - 0.8,1,0.5 - 0.9,0.5 - 0.9,1,до &nbsp; 0.4,до &nbsp; 0.4,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
15Х18СЮ,до &nbsp; 0.15,до &nbsp; 0.15,1,17 - 20,17 - 20,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,1 - 1.5,1 - 1.5,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
16Х11Н2В2МФ,0.14 - 0.18,0.14 - 0.18,1,10 - 12,10 - 12,1,0.35 - 0.5,0.35 - 0.5,1,0.18 - 0.3,0.18 - 0.3,1,1.6 - 2,1.6 - 2,1,,,1,1.4 - 1.8,1.4 - 1.8,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
18Х11МНФБ,0.15 - 0.21,0.15 - 0.21,1,10 - 11.5,10 - 11.5,1,0.8 - 1.1,0.8 - 1.1,1,0.2 - 0.4,0.2 - 0.4,1,,,1,,,1,0.5 - 1,0.5 - 1,1,0.6 - 1,0.6 - 1,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,0.2 - 0.45,0.2 - 0.45,1,,,1,ok,
